rep,metric,category,inf_cat_total,pop_cat_total
181,rr,Moderate,10799301.438010298,86705925.11897981
181,rr,Mild,1214464.6184265155,40212156.996455
182,rr,High,16693225.77902662,45394129.945202395
182,rr,Moderate,11668646.530123278,78640679.25467575
182,rr,Mild,1982817.1481881544,38564261.42052132
183,rr,High,9304709.707890276,36568152.04784344
183,rr,Moderate,11624933.644473864,80448409.84953296
183,rr,Mild,3771579.106884634,45582508.72302306
184,rr,High,10142409.757157352,39334330.80603063
184,rr,Moderate,12313418.830120351,78240742.89603025
184,rr,Mild,4071978.7103608903,45023996.91833858
185,rr,High,13410823.241902545,36681684.42238212
185,rr,Moderate,12739899.342994276,72344439.74831069
185,rr,Mild,4135000.555996045,53572946.44970666
186,rr,High,17816436.437427074,35664338.22041297
186,rr,Moderate,14575539.584160492,81344459.98812741
186,rr,Mild,1978474.7545656161,45590272.41185908
187,rr,High,10823479.851789888,31856366.04167372
187,rr,Moderate,11098493.005305342,81566599.9677357
187,rr,Mild,2577527.8494247766,49176104.61099005
188,rr,High,13364998.277711527,35203237.81502156
188,rr,Moderate,12946679.513487652,76752430.2705692
188,rr,Mild,3008521.35423267,50643402.534808695
189,rr,High,10845740.855249908,41282970.83254604
189,rr,Moderate,8894307.726513093,84718908.87552315
189,rr,Mild,1351739.0318738243,36597190.91233027
19,rr,High,16019965.309489349,38681635.06605148
19,rr,Moderate,12546455.221757669,82605988.4720972
19,rr,Mild,1747595.9678064971,41311447.082250774
190,rr,High,16002483.660806492,37185772.7084441
190,rr,Moderate,15899335.881904395,77376791.98527908
190,rr,Mild,4191355.284655518,48036505.92667627
191,rr,High,10716068.367585914,36618158.33260417
191,rr,Moderate,11583420.238260373,86218141.40778218
191,rr,Mild,2454214.0379582485,39762770.88001311
192,rr,High,12760383.588003553,39399063.47931445
192,rr,Moderate,8575794.47019148,82461615.95237827
192,rr,Mild,1078820.5305387168,40738391.18870674
193,rr,High,14428221.797511607,34114584.51076381
193,rr,Moderate,16768156.184695588,85360898.49733758
193,rr,Mild,3445018.4836494,43123587.61229807
194,rr,High,14330493.247889478,40934092.54647267
194,rr,Moderate,6485889.66510214,77281745.09911907
194,rr,Mild,684398.3288783508,44383232.974807724
195,rr,High,13395307.00563174,35076277.08704738
195,rr,Moderate,17484545.666233122,83440127.44317925
195,rr,Mild,4234023.679659971,44082666.09017283
196,rr,High,17853087.226800878,38221411.36879283
196,rr,Moderate,14626318.442240046,73029215.82017927
196,rr,Mild,3411206.374214416,51348443.43142736
197,rr,High,14272315.452648591,41475922.6265738
197,rr,Moderate,15680493.862146722,77462459.85596001
197,rr,Mild,4640926.741337287,43660688.13786565
198,rr,High,11520253.87556707,32767179.90005237
198,rr,Moderate,11890095.486863699,82781863.15957272
198,rr,Mild,2592164.6470578304,47050027.56077437
199,rr,High,10579508.908108342,39405309.29293108
199,rr,Moderate,7253117.798544329,71440103.96526426
199,rr,Mild,1802965.0374498593,51753657.36220412
2,rr,High,12090878.318988593,41985301.57957721
2,rr,Moderate,8975361.123322029,77731264.43883967
2,rr,Mild,1918125.97106743,42882504.60198258
20,rr,High,16458101.431923216,44092728.007366285
20,rr,Moderate,13682442.693997223,83766726.25751054
20,rr,Mild,2023752.7348312736,34739616.35552263
200,rr,High,13446850.413376374,36721729.31724654
200,rr,Moderate,12126213.048061682,76673286.39274311
200,rr,Mild,3136788.2488527154,49204054.91040981
201,rr,High,17772789.762369346,41300120.737704754
201,rr,Moderate,13728214.474569872,71220621.40093629
201,rr,Mild,3322863.6644037985,50078328.481758416
202,rr,High,12889109.064237872,37886949.51017754
202,rr,Moderate,13603010.32490692,83709135.63203436
202,rr,Mild,3055304.9564453503,41002985.47818756
203,rr,High,9495797.346093966,34148436.598454
203,rr,Moderate,12325294.404749908,77578946.72437905
203,rr,Mild,3702886.4145261045,50871687.297566414
204,rr,High,15463990.49697426,40605776.77820349
204,rr,Moderate,12968919.123369064,85346295.34760231
204,rr,Mild,1815066.9290270002,36646998.494593665
205,rr,High,13001340.1141562,37294641.52193861
205,rr,Moderate,16068273.933221918,83262364.09746468
205,rr,Mild,4349894.599645697,42042065.00099617
206,rr,High,13093694.4612523,37311068.882653475
206,rr,Moderate,5280149.086987407,87227280.33472507
206,rr,Mild,232203.83436059504,38060721.40302092
207,rr,High,11640111.570727421,41369801.04760653
207,rr,Moderate,12803628.382379513,76814252.17503226
207,rr,Mild,4364019.136680566,44415017.397760674
208,rr,High,14267652.877301792,45773462.47759579
208,rr,Moderate,7175621.611574111,79855976.09114504
208,rr,Mild,789634.7105211873,36969632.05165863
209,rr,High,12971096.583529068,41489063.8307454
209,rr,Moderate,8825576.062721223,81249629.00725274
209,rr,Mild,1355685.139423899,39860377.78240132
21,rr,High,12065722.042756632,36136777.12950331
21,rr,Moderate,11307044.438577311,76711202.03339992
21,rr,Mild,2591238.2387619666,49751091.457496226
210,rr,High,14331780.73572931,36001204.93209487
210,rr,Moderate,13127282.037055545,79641820.00830619
210,rr,Mild,2964277.602255337,46956045.6799984
211,rr,High,14212158.096193008,35176767.16383706
211,rr,Moderate,11948690.963219168,80381808.12765515
211,rr,Mild,2342267.212999297,47040495.32890725
212,rr,High,12269219.481700938,43509881.41896999
212,rr,Moderate,12351477.076194327,78626969.68131267
212,rr,Mild,3447350.9141281266,40462219.520116806
213,rr,High,15094620.521630138,40098049.51326662
213,rr,Moderate,9741045.996702109,81227685.02170545
213,rr,Mild,1492137.6000550613,41273336.08542739
214,rr,High,11588714.216528438,42038396.89428097
214,rr,Moderate,10121587.655651655,81310094.20619327
214,rr,Mild,2132718.4081215304,39250579.51992522
215,rr,High,14213213.616327904,33807890.24632101
215,rr,Moderate,15758454.066418646,80616944.95836073
215,rr,Mild,3385687.326125488,48174235.41571772
216,rr,High,13136374.039705118,36659860.540080845
216,rr,Moderate,8170754.891417723,82005728.84923254
216,rr,Mild,883633.8086069255,43933481.231086075
217,rr,High,10226138.400798293,28991193.355264947
217,rr,Moderate,14520418.978185056,76921346.33127463
217,rr,Mild,4853579.890274125,56686530.933859885
218,rr,High,10857067.654633785,39197908.33895177
218,rr,Moderate,15366046.760032527,80370961.78093366
218,rr,Mild,5675846.074143908,43030200.50051403
219,rr,High,16034715.034914374,35212022.501386225
219,rr,Moderate,17929050.79527397,83992518.92428027
219,rr,Mild,3849660.358970144,43394529.194732964
22,rr,High,8656467.26579651,37947872.470580265
22,rr,Moderate,7401651.717256102,74450408.45921594
22,rr,Mild,1936252.4068723142,50200789.690603256
220,rr,High,12781138.665020801,40123937.72916156
220,rr,Moderate,8661382.591762697,84816826.56932944
220,rr,Mild,1052999.4171224148,37658306.32190846
221,rr,High,12502233.79376066,34349688.87731747
221,rr,Moderate,9764785.645587426,79974560.78884286
221,rr,Mild,1471196.1258145755,48274820.95423913
222,rr,High,14216914.59743429,32726097.509870097
222,rr,Moderate,18276925.133735366,78016254.38734442
222,rr,Mild,5751838.010457001,51856718.72318494
223,rr,High,12272888.769108413,38274454.86457066
223,rr,Moderate,13014772.555459851,72475923.8782453
223,rr,Mild,4120317.1612867042,51848691.877583504
224,rr,High,13508450.022355711,33617627.57132518
224,rr,Moderate,9438451.395765742,75170574.10252224
224,rr,Mild,1708459.2333836774,53810868.94655204
225,rr,High,15681179.36194436,29605878.11840731
225,rr,Moderate,17122942.23215584,70982311.47930843
225,rr,Mild,4216074.545141025,62010881.022683725
226,rr,High,13956676.62922549,35802565.017522216
226,rr,Moderate,15062012.45116193,81394894.01876698
226,rr,Mild,2938783.122729186,45401611.58411026
227,rr,High,14220276.040176343,39053989.414330244
227,rr,Moderate,13028757.664111236,79224771.2938485
227,rr,Mild,2875129.776502336,44320309.91222072
228,rr,High,15405216.886710446,36207857.85391025
228,rr,Moderate,12344013.37806003,72275757.58288306
228,rr,Mild,2811230.5855659186,54115455.18360615
229,rr,High,12090037.252675537,37679688.87553275
229,rr,Moderate,13389506.924584048,83750258.1657098
229,rr,Mild,2904640.2444999567,41169123.57915692
23,rr,High,14358652.141806463,34832647.15073477
23,rr,Moderate,10882118.25362044,81005759.08208382
23,rr,Mild,1484260.7087667105,46760664.38758087
230,rr,High,15491065.336884659,38212050.68852764
230,rr,Moderate,15221301.006233156,81574279.70480631
230,rr,Mild,3324934.5578435985,42812740.2270655
231,rr,High,13848797.716488572,34940536.99178845
231,rr,Moderate,14371508.501466667,86512986.33516006
231,rr,Mild,2768435.0410156366,41145547.29345095
232,rr,High,11198399.95957457,35644844.255265355
232,rr,Moderate,10946395.948435081,81124570.8514319
232,rr,Mild,2408649.1216273676,45829655.5137022
233,rr,High,12359077.22576713,42311078.5900023
233,rr,Moderate,10111849.876002273,87478930.29414392
233,rr,Mild,1235844.0415530596,32809061.736253247
234,rr,High,9505702.4151081,38004414.573235035
234,rr,Moderate,5886570.462205653,81729516.24177831
234,rr,Mild,930079.9599642311,42865139.80538611
235,rr,High,11002596.42807327,39098567.10431647
235,rr,Moderate,8561671.726309266,86048610.95731555
235,rr,Mild,963453.6510981318,37451892.55876744
236,rr,High,13500464.469052957,33368644.13662368
236,rr,Moderate,12281573.216622096,86739062.94201337
236,rr,Mild,1454925.2810783992,42491363.54176241
237,rr,High,10635902.095112238,35866842.157182395
237,rr,Moderate,13975717.30680518,72750075.95936583
237,rr,Mild,5890653.422708299,53982152.503851235
238,rr,High,15308371.802835654,35637634.10141969
238,rr,Moderate,14774822.125403453,80702800.40795434
238,rr,Mild,2958586.5663309656,46258636.11102544
239,rr,High,10784215.727567986,37217980.04623371
239,rr,Moderate,10983671.368950805,81098981.62025897
239,rr,Mild,2468041.2908159145,44282108.953906775
24,rr,High,14646329.88261226,42437552.312570155
24,rr,Moderate,14975807.314921988,79384746.03562956
24,rr,Mild,3777238.301177274,40776772.27219975
240,rr,High,9776548.23919459,34556819.415088475
240,rr,Moderate,2955483.0893434575,79508429.76303254
240,rr,Mild,144798.63964576408,48533821.442278445
241,rr,High,9848099.440918805,33214255.900261804
241,rr,Moderate,10253013.524326054,75265105.32576782
241,rr,Mild,3123093.416010126,54119709.39436984
242,rr,High,13364363.97097218,39464359.40399176
242,rr,Moderate,12604413.681685267,81061948.123196885
242,rr,Mild,2948401.2656881553,42072763.09321082
243,rr,High,8356813.1899220245,38003004.628831446
243,rr,Moderate,7622902.442109609,76416923.02888976
243,rr,Mild,2030987.2109104637,48179142.96267825
244,rr,High,12039395.005803175,34322432.82682806
244,rr,Moderate,8807884.894676711,76156056.0612325
244,rr,Mild,1454333.3757272,52120581.73233889
245,rr,High,13111948.549249873,36308399.14080697
245,rr,Moderate,11204027.492070002,79402669.40551077
245,rr,Mild,2306745.823460498,46888002.07408172
246,rr,High,10740373.079098066,33669523.82337409
246,rr,Moderate,15129422.198025467,79126233.88135779
246,rr,Mild,5227483.723016493,49803312.91566758
247,rr,High,9359674.594385121,38062004.570916235
247,rr,Moderate,7114223.687583053,77434434.60848063
247,rr,Mild,1436362.4730514085,47102631.44100259
248,rr,High,14910625.893955022,35736839.47005868
248,rr,Moderate,11339365.590745462,74951306.57394576
248,rr,Mild,1865757.324146184,51910924.57639502
249,rr,High,14024131.089195779,39152640.38882494
249,rr,Moderate,14014519.973442895,80177288.65817374
249,rr,Mild,3026543.3200156805,43269141.57340078
25,rr,High,13779148.903069958,38456439.736756146
25,rr,Moderate,15357380.408662975,82471299.06534398
25,rr,Mild,3638918.283400219,41671331.81829934
250,rr,High,11670770.934883215,34099625.90693289
250,rr,Moderate,9498547.064126344,84199123.66325223
250,rr,Mild,1096478.6985882467,44300321.050214335
251,rr,High,10892628.60111581,35887953.45195715
251,rr,Moderate,11085847.992177231,75522250.45603615
251,rr,Mild,2869420.0633487133,51188866.71240616
252,rr,High,9737654.839800075,38713719.573533
252,rr,Moderate,12811708.030055704,79402187.58646016
252,rr,Mild,4413436.3000314385,44483163.4604063
253,rr,High,13462782.900222568,35626953.566890046
253,rr,Moderate,17044650.828522418,80030305.87314552
253,rr,Mild,5072907.8170634005,46941811.18036389
254,rr,High,12936611.279520709,42629072.36600445
254,rr,Moderate,11122379.458613016,82027657.90334028
254,rr,Mild,1930165.9240770235,37942340.35105473
255,rr,High,14051458.838688193,42015993.075410604
255,rr,Moderate,10281719.622134438,76643936.0771898
255,rr,Mild,2041587.2031034278,43939141.46779905
256,rr,High,12075143.874074347,36683690.05017644
256,rr,Moderate,7595141.748992228,78947559.86287367
256,rr,Mild,1132747.829469918,46967820.707349345
257,rr,High,10850693.319611158,38248992.76043701
257,rr,Moderate,10886148.36248143,77660912.37103336
257,rr,Mild,2435124.767208898,46689165.48892909
258,rr,High,13314176.503685322,35688048.91205406
258,rr,Moderate,12755458.819361262,71549764.77727073
258,rr,Mild,3747927.6399662076,55361256.931074664
259,rr,High,12899896.65355657,40660020.266500935
259,rr,Moderate,11719737.306108683,77095750.94105923
259,rr,Mild,3140911.663578078,44843299.41283929
26,rr,High,9295924.266539613,41676086.57885742
26,rr,Moderate,7493605.212395775,82249264.61938278
26,rr,Mild,1265641.7549267183,38673719.422159255
260,rr,High,12015203.841159075,34435245.10428117
260,rr,Moderate,12508102.452596758,82014224.00937891
260,rr,Mild,2340106.6478569265,46149601.50673938
261,rr,High,13483154.039536908,39276437.658950806
261,rr,Moderate,13048427.91861839,83440729.66977446
261,rr,Mild,2403493.6330328872,39881903.2916742
262,rr,High,10976831.386006378,34349811.40626103
262,rr,Moderate,13446466.173255334,77949723.12570828
262,rr,Mild,4165076.4110199017,50299536.08843015
263,rr,High,16607246.946250077,37527169.497783184
263,rr,Moderate,16611457.272010114,79065282.79317729
263,rr,Mild,3841871.9415626135,46006618.329438984
264,rr,High,13114851.141298143,37952864.14505343
264,rr,Moderate,11773796.430055773,78615155.82760274
264,rr,Mild,2758390.384077928,46031050.647743285
265,rr,High,17691330.514413487,45468780.08117461
265,rr,Moderate,10789696.758445019,75657939.12132798
265,rr,Mild,1831496.5797265004,41472351.41789687
266,rr,High,11607655.830400025,38382114.03129029
266,rr,Moderate,6678904.766852265,86187576.17773551
266,rr,Mild,651998.7391460332,38029380.41137366
267,rr,High,18035684.991716202,38313924.25486088
267,rr,Moderate,16662290.089688696,85004489.19793046
267,rr,Mild,2239907.660758341,39280657.16760813
268,rr,High,11236250.172472775,35295702.789652646
268,rr,Moderate,16520511.867208734,80845361.07852666
268,rr,Mild,5873654.17022596,46458006.752220154
269,rr,High,12346256.441567082,31977765.781255364
269,rr,Moderate,13849272.888392532,76047861.66828851
269,rr,Mild,3691463.715813902,54573443.17085558
27,rr,High,9870403.205612656,41047165.04678255
27,rr,Moderate,14040715.273695977,72678776.39458929
27,rr,Mild,7371104.183127052,48873129.17902762
270,rr,High,14602843.95172203,40185202.025321364
270,rr,Moderate,14028527.543863166,78201928.4210354
270,rr,Mild,3462145.9837829736,44211940.1740427
271,rr,High,11551060.21331201,44126697.51025842
271,rr,Moderate,12710602.44949285,78507061.84127128
271,rr,Mild,4034933.913230136,39965311.26886976
272,rr,High,13579253.77662291,38286035.91633558
272,rr,Moderate,9949715.498920154,74681611.7876643
272,rr,Mild,1894610.5705636367,49631422.91639958
273,rr,High,16669161.559827594,39127224.0792771
273,rr,Moderate,15281065.330703812,81650305.36176614
273,rr,Mild,2981332.538948323,41821541.17935622
274,rr,High,13635937.087602708,42889885.57489115
274,rr,Moderate,11022479.269940794,75932317.38962416
274,rr,Mild,2595646.7320561693,43776867.65588415
275,rr,High,14872403.61730161,37729029.06246644
275,rr,Moderate,14240970.505141428,77267530.3710705
275,rr,Mild,3634855.253433986,47602511.18686251
276,rr,High,14555880.991096187,37902935.36550218
276,rr,Moderate,15548797.028656,77909963.55921613
276,rr,Mild,4330323.481707083,46786171.695681155
277,rr,High,14128092.875823474,34230834.26877296
277,rr,Moderate,12659534.21000816,82325132.00530343
277,rr,Mild,2181608.5979365963,46043104.34632307
278,rr,High,13024962.442782464,35800503.912835896
278,rr,Moderate,13217884.012414511,76862219.5044285
278,rr,Mild,3228610.1724978653,49936347.20313506
279,rr,High,11406424.873263324,31300011.782910332
279,rr,Moderate,14555050.265058123,81244416.57827061
279,rr,Mild,3839338.8907108502,50054642.259218514
28,rr,High,14385030.96650533,33960861.642310366
28,rr,Moderate,14481560.295720922,88032064.47191918
28,rr,Mild,1914902.7005766432,40606144.506169915
280,rr,High,14622886.730157023,39322435.500504255
280,rr,Moderate,9438871.550066834,77722784.40217052
280,rr,Mild,1302487.671098331,45553850.71772468
281,rr,High,14546332.029821342,35388959.435148716
281,rr,Moderate,14001000.468166169,74947832.61391568
